Product_ID,Cod10,Title,Price,position,category,macro_category,micro_category,macro_category_id,micro_category_id,color,color_id,product_price,discountedPrice,price_tf,discountedPrice_tf,quantity,coupon,is_in_stock,list,url,img_src,filename,filename
"CHC24AHT03002343
",10471618EI,Cape blouse in silk georgette,1890,79,2298/29768,Ready-to-wear,Top,2298,29768,DESERT GREEN,62780,1890,1890,1890.0,1890.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471618ei.html,https://www.chloe.com/product_image/10471618EI/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24ADP18150485
",54208003DA,Straight cropped jeans in denim,1190,80,2298/29772,Ready-to-wear,Pants ,2298,29772,Moonlight Blue,12808,1190,1190,1190.0,1190.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54208003da.html,https://www.chloe.com/product_image/54208003DA/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24ARO564636J7
",15403572XE,Long-sleeve mini dress in printed crêpe de chine,2590,81,2298/29827,Ready-to-wear,Dresses,2298,29827,PEARL BLUSH,62788,2590,2590,2590.0,2590.0,1,,True,searchresult,https://www.chloe.com/us/dresses_cod15403572xe.html,https://www.chloe.com/product_image/15403572XE/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24ARO20033001
",15403566QO,Short cape dress in viscose crêpe,1750,82,2298/29827,Ready-to-wear,Dresses,2298,29827,Black,23387,1750,1750,1750.0,1750.0,1,,True,searchresult,https://www.chloe.com/us/dresses_cod15403566qo.html,https://www.chloe.com/product_image/15403566QO/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AHT03306001
",10471578QF,Cape blouse in silk satin jacquard,2390,83,2298/29768,Ready-to-wear,Top,2298,29768,Black,23387,2390,2390,2390.0,2390.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471578qf.html,https://www.chloe.com/product_image/10471578QF/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24ADP04150402
",54208002VQ,Cropped cut-out scallop jeans in denim,1290,84,2298/29772,Ready-to-wear,Pants ,2298,29772,Night Blue,540,1290,1290,1290.0,1290.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54208002vq.html,https://www.chloe.com/product_image/54208002VQ/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMA290784D2
",16348402MK,Pea coat in double wool crêpe,3950,85,2298/29818,Ready-to-wear,Coats,2298,29818,Anthracite Blue,1237,3950,3950,3950.0,3950.0,1,,True,searchresult,https://www.chloe.com/us/coats_cod16348402mk.html,https://www.chloe.com/product_image/16348402MK/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AHT700204C4
",10471625EN,Lavallière blouse in silk & lurex dots,2590,86,2298/29768,Ready-to-wear,Top,2298,29768,Navy,23819,2590,2590,2590.0,2590.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471625en.html,https://www.chloe.com/product_image/10471625EN/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMP056604C6
",16348406EE,Crew-neck T-shirt in superfine wool knit,890,87,2298/29770,Ready-to-wear,Knitwear,2298,29770,CLASSIC NAVY,38977,890,890,890.0,890.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348406ee.html,https://www.chloe.com/product_image/16348406EE/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24APA01061001
",54208005WE,High-waisted pants in wool gabardine,1490,88,2298/29772,Ready-to-wear,Pants ,2298,29772,Black,23387,1490,1490,1490.0,1490.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54208005we.html,https://www.chloe.com/product_image/54208005WE/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMR03630107
",15403586VH,Mini dress in cotton pointelle,1290,89,2298/29827,Ready-to-wear,Dresses,2298,29827,Iconic Milk,1244,1290,1290,1290.0,1290.0,1,,True,searchresult,https://www.chloe.com/us/dresses_cod15403586vh.html,https://www.chloe.com/product_image/15403586VH/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24ARO23003001
",15403590CP,Flared mini dress in silk georgette,2590,90,2298/29827,Ready-to-wear,Dresses,2298,29827,Black,23387,2590,2590,2590.0,2590.0,1,,True,searchresult,https://www.chloe.com/us/dresses_cod15403590cp.html,https://www.chloe.com/product_image/15403590CP/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24ARO090816H6
",15403589LQ,Long cape dress in crêpe jersey,2290,91,2298/29827,Ready-to-wear,Dresses,2298,29827,Delicate Pink,14735,2290,2290,2290.0,2290.0,1,,True,searchresult,https://www.chloe.com/us/dresses_cod15403589lq.html,https://www.chloe.com/product_image/15403589LQ/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24ARO09081001
",15403588FS,Long cape dress in crêpe jersey,2290,92,2298/29827,Ready-to-wear,Dresses,2298,29827,Black,23387,2290,2290,2290.0,2290.0,1,,True,searchresult,https://www.chloe.com/us/dresses_cod15403588fs.html,https://www.chloe.com/product_image/15403588FS/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMP54730223
",16348431BS,Knitted logo sweater in wool,1350,93,2298/29770,Ready-to-wear,Knitwear,2298,29770,STRAW BEIGE,21166,1350,1350,1350.0,1350.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348431bs.html,https://www.chloe.com/product_image/16348431BS/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMP547304C6
",16348432NU,Knitted logo sweater in wool,1350,94,2298/29770,Ready-to-wear,Knitwear,2298,29770,CLASSIC NAVY,38977,1350,1350,1350.0,1350.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348432nu.html,https://www.chloe.com/product_image/16348432NU/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMP015206H2
",16348405NA,Cropped sweater in cashmere blend,1600,95,2298/29770,Ready-to-wear,Knitwear,2298,29770,ULTIMATE NUDE,62469,1600,1600,1600.0,1600.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348405na.html,https://www.chloe.com/product_image/16348405NA/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMP0152041S
",16348404XD,Cropped sweater in cashmere blend,1600,96,2298/29770,Ready-to-wear,Knitwear,2298,29770,Aether Blue,10465,1600,1600,1600.0,1600.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348404xd.html,https://www.chloe.com/product_image/16348404XD/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMP485206H2
",16348429NE,Oversized knitted sweater in cashmere & cotton,2090,97,2298/29770,Ready-to-wear,Knitwear,2298,29770,ULTIMATE NUDE,62469,2090,2090,2090.0,2090.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348429ne.html,https://www.chloe.com/product_image/16348429NE/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24ADP38158112
",54208004FW,Cropped slim scallop jeans in denim,1390,98,2298/29772,Ready-to-wear,Pants ,2298,29772,Eden White,7355,1390,1390,1390.0,1390.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54208004fw.html,https://www.chloe.com/product_image/54208004FW/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMP05660892
",16348407AX,Crew-neck T-shirt in superfine wool knit,890,99,2298/29770,Ready-to-wear,Knitwear,2298,29770,TAN APRICOT,61643,890,890,890.0,890.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348407ax.html,https://www.chloe.com/product_image/16348407AX/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24APA39063205
",54208007AQ,Cropped tailored pants in wool grain de poudre,1290,100,2298/29772,Ready-to-wear,Pants ,2298,29772,Coconut Brown,15242,1290,1290,1290.0,1290.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54208007aq.html,https://www.chloe.com/product_image/54208007AQ/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMP17630107
",16348409EI,Cropped sweater in cotton pointelle knit,890,101,2298/29770,Ready-to-wear,Knitwear,2298,29770,Iconic Milk,1244,890,890,890.0,890.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348409ei.html,https://www.chloe.com/product_image/16348409EI/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMP176306J4
",16348410GO,Cropped sweater in cotton pointelle knit,890,102,2298/29770,Ready-to-wear,Knitwear,2298,29770,LIGHT NUDE,62785,890,890,890.0,890.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348410go.html,https://www.chloe.com/product_image/16348410GO/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMP15560283
",16348408FN,Cropped scallop top in viscose-blend knit,1290,103,2298/29770,Ready-to-wear,Knitwear,2298,29770,LOVELY BEIGE,42601,1290,1290,1290.0,1290.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348408fn.html,https://www.chloe.com/product_image/16348408FN/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMJ01560283
",30301925UN,Fitted scallop skirt in viscose-blend knit,1350,104,2298/29828,Ready-to-wear,Skirts,2298,29828,LOVELY BEIGE,42601,1350,1350,1350.0,1350.0,1,,True,searchresult,https://www.chloe.com/us/skirts_cod30301925un.html,https://www.chloe.com/product_image/30301925UN/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMR02560001
",15403585FH,Fitted scallop dress in viscose-blend knit,2190,105,2298/29827,Ready-to-wear,Dresses,2298,29827,Black,23387,2190,2190,2190.0,2190.0,1,,True,searchresult,https://www.chloe.com/us/dresses_cod15403585fh.html,https://www.chloe.com/product_image/15403585FH/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24ARO480036H9
",15403568OV,Long gathered sun dress in silk georgette,3890,106,2298/29827,Ready-to-wear,Dresses,2298,29827,Clay Pink,4968,3890,3890,3890.0,3890.0,1,,True,searchresult,https://www.chloe.com/us/dresses_cod15403568ov.html,https://www.chloe.com/product_image/15403568OV/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMP49610107
",16348430JS,Cropped intarsia knitted sweater in wool blend,1890,107,2298/29770,Ready-to-wear,Knitwear,2298,29770,Iconic Milk,1244,1890,1890,1890.0,1890.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348430js.html,https://www.chloe.com/product_image/16348430JS/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC23WPA1606248M
",54199974RH,Signature straight pants,1350,108,2298/29772,Ready-to-wear,Pants ,2298,29772,Abyss Blue,8612,1350,1350,1350.0,1350.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54199974rh.html,https://www.chloe.com/product_image/54199974RH/f/w282.jpg,ready_to_wear,ready_to_wear.html
